user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
spades:Sediment_GreatLakes_Pewabic_50_1_T_-3.46_0:bin.9	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__QYPT01;s__	N/A	N/A	N/A	N/A	N/A	GCA_919902125.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__QYPT01;s__QYPT01 sp919902125	85.27	0.7	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__QYPT01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945884695.1, s__QYPT01 sp945884695, 95.0, 78.15, 0.15; GCA_016195215.1, s__QYPT01 sp016195215, 95.0, 78.12, 0.19; GCA_009698615.1, s__QYPT01 sp009698615, 95.0, 77.93, 0.18; GCA_009699205.1, s__QYPT01 sp009699205, 95.0, 77.87, 0.17; GCA_903834145.1, s__QYPT01 sp903834145, 95.0, 77.85, 0.19; GCA_009700405.1, s__QYPT01 sp009700405, 95.0, 77.68, 0.17; GCA_007280125.1, s__QYPT01 sp007280125, 95.0, 77.67, 0.14; GCA_903822425.1, s__QYPT01 sp903822425, 95.0, 77.52, 0.18; GCA_023252155.1, s__QYPT01 sp023252155, 95.0, 77.39, 0.15; GCA_903834705.1, s__QYPT01 sp903834705, 95.0, 77.33, 0.2; GCA_903924485.1, s__QYPT01 sp903924485, 95.0, 77.3, 0.18; GCA_009699375.1, s__QYPT01 sp009699375, 95.0, 77.21, 0.13; GCA_903928745.1, s__QYPT01 sp903928745, 95.0, 76.99, 0.15; GCA_014377015.1, s__QYPT01 sp014377015, 95.0, 76.66, 0.11	94.46	11	0.9686962542580176	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	59.01	11	0.9371176015166651	N/A
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.11	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA9159;g__JAMCQB01;s__	N/A	N/A	N/A	N/A	N/A	GCA_023382175.1	95.0	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA9159;g__JAMCQB01;s__JAMCQB01 sp023382175	85.65	0.72	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA9159;g__JAMCQB01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	35.15	11	0.9567817017292443	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.14	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__DSTF01;f__JACRBR01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__DSTF01;f__JACRBR01;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	80.42	11	0.8634875074834256	N/A
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.16	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__E44-bin32;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__E44-bin32;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	88.74	11	0.8493962023326885	N/A
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.17	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__GWA2-44-7;f__UBA8517;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__GWA2-44-7;f__UBA8517;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	60.81	11	0.7528479907700005	N/A
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.18	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__2-02-FULL-47-50;s__	N/A	N/A	N/A	N/A	N/A	GCA_001801885.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__2-02-FULL-47-50;s__2-02-FULL-47-50 sp001801885	76.54	0.11	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__2-02-FULL-47-50;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	87.55	11	0.8851521682121907	N/A
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.19	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__GWA2-44-7;f__UBA8517;g__RBG-13-46-13;s__	N/A	N/A	N/A	N/A	N/A	GCA_001791995.1	95.0	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__GWA2-44-7;f__UBA8517;g__RBG-13-46-13;s__RBG-13-46-13 sp001791995	78.27	0.15	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__GWA2-44-7;f__UBA8517;g__RBG-13-46-13;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	58.39	11	0.8768309180546757	N/A
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.20	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__GWA2-44-7;f__Amesbacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__GWA2-44-7;f__Amesbacteraceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	62.56	11	0.8628973599906911	N/A
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.22	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA828;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA828;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	86.65	11	0.6487185052506383	N/A
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.23	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_009885795.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__VFKA01;s__VFKA01 sp009885795	77.94	0.5	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	52.43	11	0.7634470792941543	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.25	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__2-02-FULL-62-14;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__2-02-FULL-62-14;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_020028595.1, s__2-02-FULL-62-14 sp020028595, 95.0, 91.69, 0.91; GCA_009692155.1, s__2-02-FULL-62-14 sp009692155, 95.0, 91.14, 0.85; GCA_001805245.1, s__2-02-FULL-62-14 sp001805245, 95.0, 84.68, 0.73	93.78	11	0.9677019691211001	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.28	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__SG8-41;s__	N/A	N/A	N/A	N/A	N/A	GCA_020028375.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__SG8-41;s__SG8-41 sp020028375	84.4	0.53	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__SG8-41;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_001771935.1, s__SG8-41 sp001771935, 95.0, 82.13, 0.58; GCA_016192825.1, s__SG8-41 sp016192825, 95.0, 81.75, 0.59; GCA_016177355.1, s__SG8-41 sp016177355, 95.0, 81.17, 0.54; GCA_016183675.1, s__SG8-41 sp016183675, 95.0, 80.67, 0.51; GCA_023266245.1, s__SG8-41 sp023266245, 95.0, 80.3, 0.45; GCA_016868035.1, s__SG8-41 sp016868035, 95.0, 79.39, 0.5; GCA_020854035.1, s__SG8-41 sp020854035, 95.0, 78.43, 0.43; GCA_001303585.1, s__SG8-41 sp001303585, 95.0, 77.88, 0.32	79.36	11	0.9669230829238028	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.29	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__RBG-13-68-16;s__RBG-13-68-16 sp022865555	GCA_022865555.1	95.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__RBG-13-68-16;s__RBG-13-68-16 sp022865555	96.23	0.78	GCA_022865555.1	95.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__RBG-13-68-16;s__RBG-13-68-16 sp022865555	96.23	0.78	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__RBG-13-68-16;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001766905.1, s__RBG-13-68-16 sp001766905, 95.0, 84.58, 0.75; GCA_002279285.1, s__RBG-13-68-16 sp002279285, 95.0, 79.36, 0.44; GCA_004298115.1, s__RBG-13-68-16 sp004298115, 95.0, 79.2, 0.48; GCA_003133645.1, s__RBG-13-68-16 sp003133645, 95.0, 79.17, 0.43; GCA_021818005.1, s__RBG-13-68-16 sp021818005, 95.0, 79.03, 0.38; GCA_020073245.1, s__RBG-13-68-16 sp020073245, 95.0, 78.7, 0.45; GCA_021782525.1, s__RBG-13-68-16 sp021782525, 95.0, 78.55, 0.29; GCA_003158745.1, s__RBG-13-68-16 sp003158745, 95.0, 78.4, 0.38	89.77	11	N/A	N/A
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.31	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Ferrovibrionales;f__Ferrovibrionaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Ferrovibrionales;f__Ferrovibrionaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	87.83	11	0.728168231844951	N/A
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.33	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA6663;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA6663;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	66.95	11	0.8315488558074405	N/A
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.34	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__GWA2-44-7;f__UBA8517;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016432525.1	95.0	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__GWA2-44-7;f__UBA8517;g__GCA-016432525;s__GCA-016432525 sp016432525	78.99	0.03	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__GWA2-44-7;f__UBA8517;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	61.23	11	0.7918426941482016	N/A
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.38	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalosphaeraceae;g__UBA7708;s__	N/A	N/A	N/A	N/A	N/A	GCA_016873215.1	95.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalosphaeraceae;g__UBA7708;s__UBA7708 sp016873215	80.16	0.4	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalosphaeraceae;g__UBA7708;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002482415.1, s__UBA7708 sp002482415, 95.0, 77.16, 0.2; GCA_016935635.1, s__UBA7708 sp016935635, 95.0, 76.62, 0.17	65.76	11	0.9494918439636355	N/A
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.39	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__VGOW01;g__VGOW01;s__	N/A	N/A	N/A	N/A	N/A	GCA_016875735.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__VGOW01;g__VGOW01;s__VGOW01 sp016875735	79.89	0.49	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__VGOW01;g__VGOW01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016197225.1, s__VGOW01 sp016197225, 95.0, 78.18, 0.3; GCA_016213135.1, s__VGOW01 sp016213135, 95.0, 78.17, 0.27; GCA_919901875.1, s__VGOW01 sp919901875, 95.0, 76.26, 0.1; GCA_016215145.1, s__VGOW01 sp016215145, 95.0, 75.71, 0.09	79.74	11	0.9354159250746135	N/A
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.40	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__CG1-02-47-37;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_001029675.1	95.0	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__CG1-02-47-37;g__GWC1-49-16;s__GWC1-49-16 sp001029675	75.35	0.1	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__CG1-02-47-37;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	42.05	11	0.8117938676225528	N/A
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.43	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__E44-bin32;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__E44-bin32;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	79.84	11	0.850396308579942	N/A
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.44	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA1369;f__UBA1369;g__JADZCU01;s__	N/A	N/A	N/A	N/A	N/A	GCA_020851415.1	95.0	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA1369;f__UBA1369;g__JADZCU01;s__JADZCU01 sp020851415	76.89	0.06	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA1369;f__UBA1369;g__JADZCU01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	72.57	11	0.8541280584210145	N/A
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.52	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAHFUA01;g__JAHFUA01;s__	N/A	N/A	N/A	N/A	N/A	GCA_023265315.1	95.0	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAHFUA01;g__JAHFUA01;s__JAHFUA01 sp023265315	79.01	0.46	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAHFUA01;g__JAHFUA01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	78.09	11	0.843036546538609	N/A
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.55	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__GWA2-44-7;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__GWA2-44-7;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	58.05	11	0.6513992185007658	N/A
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.57	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__Methylomirabilaceae;g__Methylomirabilis;s__	N/A	N/A	N/A	N/A	N/A	GCA_016207095.1	95.0	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__Methylomirabilaceae;g__Methylomirabilis;s__Methylomirabilis sp016207095	94.33	0.56	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__Methylomirabilaceae;g__Methylomirabilis;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016190255.1, s__Methylomirabilis oxyfera_C, 95.0, 85.4, 0.34; GCA_016200385.1, s__Methylomirabilis sp016200385, 95.0, 79.25, 0.27; GCF_003044035.1, s__Methylomirabilis limnetica, 95.0, 78.95, 0.2; GCA_002634395.1, s__Methylomirabilis sp002634395, 95.0, 78.49, 0.16; GCA_902196205.1, s__Methylomirabilis lanthanidiphila, 95.0, 78.28, 0.15; GCA_023249055.1, s__Methylomirabilis sp023249055, 95.0, 78.0, 0.13; GCA_016190285.1, s__Methylomirabilis oxyfera_D, 95.0, 77.35, 0.13; GCA_000091165.1, s__Methylomirabilis oxyfera, 95.0, 77.32, 0.15; GCA_003104975.1, s__Methylomirabilis sp003104975, 95.0, 77.09, 0.15; GCA_003105305.1, s__Methylomirabilis sp003105305, 95.0, 76.68, 0.11	43.57	11	0.9772255163324052	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.59	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	62.52	11	0.7449551550299984	N/A
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.6	d__Bacteria;p__Nitrospirota;c__UBA9217;o__UBA9217;f__UBA9217;g__JAAXXJ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_919902495.1	95.0	d__Bacteria;p__Nitrospirota;c__UBA9217;o__UBA9217;f__UBA9217;g__JAAXXJ01;s__JAAXXJ01 sp919902495	87.81	0.64	d__Bacteria;p__Nitrospirota;c__UBA9217;o__UBA9217;f__UBA9217;g__JAAXXJ01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_020052615.1, s__JAAXXJ01 sp020052615, 95.0, 85.71, 0.6; GCA_017885365.1, s__JAAXXJ01 sp017885365, 95.0, 80.76, 0.51; GCA_013334545.1, s__JAAXXJ01 sp013334545, 95.0, 80.7, 0.48	86.61	11	0.9805350011735876	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.61	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CSP1-4;s__	N/A	N/A	N/A	N/A	N/A	GCA_001443375.1	95.0	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CSP1-4;s__CSP1-4 sp001443375	94.32	0.81	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CSP1-4;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	85.92	11	0.9829087866821566	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.62	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__OLB5;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003820375.1	95.0	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__OLB5;g__RPQH01;s__RPQH01 sp003820375	75.69	0.09	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__OLB5;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	85.26	11	0.821065035720387	N/A
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.65	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	94.52	11	0.7376294023628387	N/A
spades:Sediment_GreatLakes_Pewabic_50_1_U_-0.86_0:bin.68	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SM23-28-2;f__RBG-16-64-32;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SM23-28-2;f__RBG-16-64-32;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	46.26	11	0.9006221425823804	N/A
spades:Sediment_GreatLakes_Pewabic_50_1_X_3.46_0:bin.4	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA4778;g__UBA2192;s__	N/A	N/A	N/A	N/A	N/A	GCA_002327315.1	95.0	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA4778;g__UBA2192;s__UBA2192 sp002327315	91.06	0.88	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA4778;g__UBA2192;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002419215.1, s__UBA2192 sp002419215, 95.0, 87.5, 0.84; GCA_018053845.1, s__UBA2192 sp018053845, 95.0, 83.44, 0.75; GCA_013177795.1, s__UBA2192 sp013177795, 95.0, 83.31, 0.85; GCA_002067855.1, s__UBA2192 sp002067855, 95.0, 82.64, 0.52; GCA_012728915.1, s__UBA2192 sp012728915, 95.0, 82.61, 0.73	87.07	11	0.9714190991136915	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
spades:Sediment_GreatLakes_Pewabic_50_1_X_3.46_0:bin.5	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__RBG-16-66-30;g__RBG-16-66-30;s__	N/A	N/A	N/A	N/A	N/A	GCA_001773855.1	95.0	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__RBG-16-66-30;g__RBG-16-66-30;s__RBG-16-66-30 sp001773855	90.87	0.68	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__RBG-16-66-30;g__RBG-16-66-30;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_014894455.1, s__RBG-16-66-30 sp014894455, 95.0, 89.47, 0.9; GCA_001775755.1, s__RBG-16-66-30 sp001775755, 95.0, 85.63, 0.83; GCA_001775715.1, s__RBG-16-66-30 sp001775715, 95.0, 83.64, 0.66; GCA_017999365.1, s__RBG-16-66-30 sp012516875, 95.0, 82.3, 0.88; GCA_017883305.1, s__RBG-16-66-30 sp017883305, 95.0, 81.66, 0.73; GCA_022711665.1, s__RBG-16-66-30 sp022711665, 95.0, 81.52, 0.88; GCA_011048485.1, s__RBG-16-66-30 sp011048485, 95.0, 80.5, 0.51; GCA_016867635.1, s__RBG-16-66-30 sp016867635, 95.0, 80.44, 0.66	49.39	11	0.9880393424157893	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
spades:Sediment_GreatLakes_Pewabic_50_1_Y_0.3_0.3:bin.2	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2174_A;g__SpSt-501;s__	N/A	N/A	N/A	N/A	N/A	GCA_016219005.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2174_A;g__SpSt-501;s__SpSt-501 sp016219005	92.32	0.9	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2174_A;g__SpSt-501;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_020725555.1, s__SpSt-501 sp020725555, 95.0, 78.75, 0.48	72.53	11	0.977637858670258	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
spades:Sediment_GreatLakes_Pewabic_50_1_Z_0.86_0:bin.11	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_022865595.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__RPQJ01 sp022865595	83.08	0.64	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_012026925.1, s__RPQJ01 sp012026925, 95.0, 81.17, 0.5; GCA_019136105.1, s__RPQJ01 sp019136105, 95.0, 80.79, 0.48; GCA_003819815.1, s__RPQJ01 sp003819815, 95.0, 80.3, 0.46; GCA_018059685.1, s__RPQJ01 sp018059685, 95.0, 79.9, 0.41; GCA_016705325.1, s__RPQJ01 sp016705325, 95.0, 79.45, 0.43; GCA_016713725.1, s__RPQJ01 sp016713725, 95.0, 79.38, 0.43; GCA_016704655.1, s__RPQJ01 sp016704655, 95.0, 79.33, 0.44; GCA_021325695.1, s__RPQJ01 sp021325695, 95.0, 79.1, 0.38; GCA_011391405.1, s__RPQJ01 sp011391405, 95.0, 79.0, 0.37	72.23	11	0.960928513973688	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
